name,lat,lon
Sir-Georges-Etienne-Cartier / Léa-Roback,45.47205207308329,-73.58270491396979
Métro Monk (Allard / Briand),45.45133291842274,-73.59250903129578
Hamel / Sauriol,45.56157008176612,-73.65338176488876
Richardson / Montmorency,45.48488544394729,-73.5604364177925
d'Outremont / Ogilvy,45.526870027508245,-73.62676186490717
St-André / Ste-Catherine,45.516297540849614,-73.55801045894623
26e avenue / Bélanger,45.567201236902285,-73.58513630926609
Legendre / André-Grasset,45.5585431972121,-73.63820562786714
Fortune / Wellington,45.477817318048714,-73.55884194374084
29e avenue / de Bellechasse,45.56541782500086,-73.57231065630913
Lajeunesse / Villeray,45.54218173507584,-73.62268656492233
Métro Henri-Bourassa (Henri-Bourassa / Millen),45.55675103297278,-73.66716161370277
Émile-Journault / Christophe-Colomb,45.55497306287777,-73.63752351456242
6e avenue / Villeray,45.55873962047568,-73.60589044634253
Belmont / Robert-Bourassa,45.501455597281144,-73.5659954537914
Pierre-de-Coubertin / Langelier,45.580314546424674,-73.5353136062622
Canning / Notre-Dame,45.486318644010225,-73.5702332854271
St-Mathieu / Sherbrooke,45.49589450300848,-73.58266854731481
Lincoln / St-Marc,45.494168413100326,-73.58257412910461
